cadre,geo_code,geo_level,lgu_hired,doh_hired,total,population_2025,households_2025,source_psgc,source_area_name,geo_resolution
physician,0102924,citymun,2,0,2,41370,9815,0102924000,Santa Cruz,direct
nurse,0102924,citymun,6,5,11,41370,9815,0102924000,Santa Cruz,direct
midwife,0102924,citymun,8,1,9,41370,9815,0102924000,Santa Cruz,direct
dentist,0102924,citymun,0,0,0,41370,9815,0102924000,Santa Cruz,direct
med_tech,0102924,citymun,3,0,3,41370,9815,0102924000,Santa Cruz,direct
nutritionist,0102924,citymun,0,0,0,41370,9815,0102924000,Santa Cruz,direct
sanitary_engineer,0102924,citymun,1,0,1,41370,9815,0102924000,Santa Cruz,direct
sanitary_inspector,0102924,citymun,2,0,2,41370,9815,0102924000,Santa Cruz,direct
physician,0102925,citymun,2,0,2,25966,6645,0102925000,Santa Lucia,direct
nurse,0102925,citymun,6,5,11,25966,6645,0102925000,Santa Lucia,direct
midwife,0102925,citymun,9,1,10,25966,6645,0102925000,Santa Lucia,direct
dentist,0102925,citymun,0,0,0,25966,6645,0102925000,Santa Lucia,direct
med_tech,0102925,citymun,1,0,1,25966,6645,0102925000,Santa Lucia,direct
nutritionist,0102925,citymun,0,0,0,25966,6645,0102925000,Santa Lucia,direct
sanitary_engineer,0102925,citymun,0,0,0,25966,6645,0102925000,Santa Lucia,direct
sanitary_inspector,0102925,citymun,1,0,1,25966,6645,0102925000,Santa Lucia,direct
physician,0102926,citymun,1,1,2,30068,7468,0102926000,Santa Maria,direct
nurse,0102926,citymun,1,3,4,30068,7468,0102926000,Santa Maria,direct
midwife,0102926,citymun,7,2,9,30068,7468,0102926000,Santa Maria,direct
dentist,0102926,citymun,0,0,0,30068,7468,0102926000,Santa Maria,direct
med_tech,0102926,citymun,1,0,1,30068,7468,0102926000,Santa Maria,direct
nutritionist,0102926,citymun,0,0,0,30068,7468,0102926000,Santa Maria,direct
sanitary_engineer,0102926,citymun,0,0,0,30068,7468,0102926000,Santa Maria,direct
sanitary_inspector,0102926,citymun,2,0,2,30068,7468,0102926000,Santa Maria,direct
physician,0102927,citymun,1,0,1,19496,4826,0102927000,Santiago,direct
nurse,0102927,citymun,2,3,5,19496,4826,0102927000,Santiago,direct
midwife,0102927,citymun,6,2,8,19496,4826,0102927000,Santiago,direct
dentist,0102927,citymun,0,0,0,19496,4826,0102927000,Santiago,direct
med_tech,0102927,citymun,2,0,2,19496,4826,0102927000,Santiago,direct
nutritionist,0102927,citymun,0,0,0,19496,4826,0102927000,Santiago,direct
sanitary_engineer,0102927,citymun,0,0,0,19496,4826,0102927000,Santiago,direct
sanitary_inspector,0102927,citymun,1,0,1,19496,4826,0102927000,Santiago,direct
physician,0102928,citymun,1,0,1,29041,7346,0102928000,Santo Domingo,direct
nurse,0102928,citymun,5,4,9,29041,7346,0102928000,Santo Domingo,direct
midwife,0102928,citymun,9,0,9,29041,7346,0102928000,Santo Domingo,direct
dentist,0102928,citymun,0,0,0,29041,7346,0102928000,Santo Domingo,direct
med_tech,0102928,citymun,2,0,2,29041,7346,0102928000,Santo Domingo,direct
nutritionist,0102928,citymun,0,0,0,29041,7346,0102928000,Santo Domingo,direct
sanitary_engineer,0102928,citymun,0,0,0,29041,7346,0102928000,Santo Domingo,direct
sanitary_inspector,0102928,citymun,1,0,1,29041,7346,0102928000,Santo Domingo,direct
physician,0102929,citymun,1,1,2,2552,547,0102929000,Sigay,direct
nurse,0102929,citymun,3,3,6,2552,547,0102929000,Sigay,direct
midwife,0102929,citymun,1,1,2,2552,547,0102929000,Sigay,direct
dentist,0102929,citymun,0,0,0,2552,547,0102929000,Sigay,direct
med_tech,0102929,citymun,1,0,1,2552,547,0102929000,Sigay,direct
nutritionist,0102929,citymun,0,0,0,2552,547,0102929000,Sigay,direct
sanitary_engineer,0102929,citymun,0,0,0,2552,547,0102929000,Sigay,direct
sanitary_inspector,0102929,citymun,0,0,0,2552,547,0102929000,Sigay,direct
physician,0102930,citymun,1,0,1,25998,6897,0102930000,Sinait,direct
nurse,0102930,citymun,2,5,7,25998,6897,0102930000,Sinait,direct
midwife,0102930,citymun,11,0,11,25998,6897,0102930000,Sinait,direct
dentist,0102930,citymun,0,0,0,25998,6897,0102930000,Sinait,direct
med_tech,0102930,citymun,1,1,2,25998,6897,0102930000,Sinait,direct
nutritionist,0102930,citymun,0,0,0,25998,6897,0102930000,Sinait,direct
sanitary_engineer,0102930,citymun,0,0,0,25998,6897,0102930000,Sinait,direct
sanitary_inspector,0102930,citymun,1,0,1,25998,6897,0102930000,Sinait,direct
physician,0102931,citymun,1,0,1,4933,950,0102931000,Sugpon,direct
nurse,0102931,citymun,1,4,5,4933,950,0102931000,Sugpon,direct
midwife,0102931,citymun,4,1,5,4933,950,0102931000,Sugpon,direct
dentist,0102931,citymun,0,0,0,4933,950,0102931000,Sugpon,direct
med_tech,0102931,citymun,0,1,1,4933,950,0102931000,Sugpon,direct
nutritionist,0102931,citymun,0,0,0,4933,950,0102931000,Sugpon,direct
sanitary_engineer,0102931,citymun,0,0,0,4933,950,0102931000,Sugpon,direct
sanitary_inspector,0102931,citymun,1,0,1,4933,950,0102931000,Sugpon,direct
physician,0102932,citymun,1,1,2,10766,2742,0102932000,Suyo,direct
nurse,0102932,citymun,1,4,5,10766,2742,0102932000,Suyo,direct
midwife,0102932,citymun,8,0,8,10766,2742,0102932000,Suyo,direct
dentist,0102932,citymun,0,0,0,10766,2742,0102932000,Suyo,direct
med_tech,0102932,citymun,1,0,1,10766,2742,0102932000,Suyo,direct
nutritionist,0102932,citymun,0,0,0,10766,2742,0102932000,Suyo,direct
sanitary_engineer,0102932,citymun,0,0,0,10766,2742,0102932000,Suyo,direct
sanitary_inspector,0102932,citymun,1,0,1,10766,2742,0102932000,Suyo,direct
physician,0102933,citymun,2,1,3,41576,10001,0102933000,Tagudin,direct
nurse,0102933,citymun,5,4,9,41576,10001,0102933000,Tagudin,direct
midwife,0102933,citymun,6,0,6,41576,10001,0102933000,Tagudin,direct
dentist,0102933,citymun,0,0,0,41576,10001,0102933000,Tagudin,direct
med_tech,0102933,citymun,5,0,5,41576,10001,0102933000,Tagudin,direct
nutritionist,0102933,citymun,0,0,0,41576,10001,0102933000,Tagudin,direct
sanitary_engineer,0102933,citymun,0,0,0,41576,10001,0102933000,Tagudin,direct
sanitary_inspector,0102933,citymun,2,0,2,41576,10001,0102933000,Tagudin,direct
physician,0102934,citymun,8,0,8,53997,12715,0102934000,City of Vigan,direct
nurse,0102934,citymun,9,7,16,53997,12715,0102934000,City of Vigan,direct
midwife,0102934,citymun,8,0,8,53997,12715,0102934000,City of Vigan,direct
dentist,0102934,citymun,1,0,1,53997,12715,0102934000,City of Vigan,direct
med_tech,0102934,citymun,4,0,4,53997,12715,0102934000,City of Vigan,direct
nutritionist,0102934,citymun,0,0,0,53997,12715,0102934000,City of Vigan,direct
sanitary_engineer,0102934,citymun,0,0,0,53997,12715,0102934000,City of Vigan,direct
sanitary_inspector,0102934,citymun,3,0,3,53997,12715,0102934000,City of Vigan,direct
physician,01033,province,33,5,38,834172,207929,0103300000,La Union,direct
nurse,01033,province,79,77,156,834172,207929,0103300000,La Union,direct
midwife,01033,province,187,45,232,834172,207929,0103300000,La Union,direct
dentist,01033,province,10,3,13,834172,207929,0103300000,La Union,direct
med_tech,01033,province,25,19,44,834172,207929,0103300000,La Union,direct
nutritionist,01033,province,10,0,10,834172,207929,0103300000,La Union,direct
sanitary_engineer,01033,province,0,0,0,834172,207929,0103300000,La Union,direct
sanitary_inspector,01033,province,45,0,45,834172,207929,0103300000,La Union,direct
physician,0103301,citymun,2,0,2,67037,16195,0103301000,Agoo,direct
nurse,0103301,citymun,6,3,9,67037,16195,0103301000,Agoo,direct
midwife,0103301,citymun,14,2,16,67037,16195,0103301000,Agoo,direct
dentist,0103301,citymun,1,0,1,67037,16195,0103301000,Agoo,direct
med_tech,0103301,citymun,2,1,3,67037,16195,0103301000,Agoo,direct
nutritionist,0103301,citymun,0,0,0,67037,16195,0103301000,Agoo,direct
sanitary_engineer,0103301,citymun,0,0,0,67037,16195,0103301000,Agoo,direct
sanitary_inspector,0103301,citymun,1,0,1,67037,16195,0103301000,Agoo,direct
physician,0103302,citymun,1,1,2,51515,12512,0103302000,Aringay,direct
nurse,0103302,citymun,1,5,6,51515,12512,0103302000,Aringay,direct
midwife,0103302,citymun,11,5,16,51515,12512,0103302000,Aringay,direct
dentist,0103302,citymun,1,0,1,51515,12512,0103302000,Aringay,direct
med_tech,0103302,citymun,1,1,2,51515,12512,0103302000,Aringay,direct
nutritionist,0103302,citymun,0,0,0,51515,12512,0103302000,Aringay,direct
sanitary_engineer,0103302,citymun,0,0,0,51515,12512,0103302000,Aringay,direct
sanitary_inspector,0103302,citymun,3,0,3,51515,12512,0103302000,Aringay,direct
physician,0103303,citymun,2,0,2,44766,11770,0103303000,Bacnotan,direct
nurse,0103303,citymun,2,5,7,44766,11770,0103303000,Bacnotan,direct
midwife,0103303,citymun,10,1,11,44766,11770,0103303000,Bacnotan,direct
dentist,0103303,citymun,1,0,1,44766,11770,0103303000,Bacnotan,direct
med_tech,0103303,citymun,3,1,4,44766,11770,0103303000,Bacnotan,direct
nutritionist,0103303,citymun,2,0,2,44766,11770,0103303000,Bacnotan,direct
sanitary_engineer,0103303,citymun,0,0,0,44766,11770,0103303000,Bacnotan,direct
sanitary_inspector,0103303,citymun,1,0,1,44766,11770,0103303000,Bacnotan,direct
physician,0103304,citymun,1,0,1,15031,3478,0103304000,Bagulin,direct
nurse,0103304,citymun,1,4,5,15031,3478,0103304000,Bagulin,direct
midwife,0103304,citymun,8,2,10,15031,3478,0103304000,Bagulin,direct
dentist,0103304,citymun,0,0,0,15031,3478,0103304000,Bagulin,direct
med_tech,0103304,citymun,1,0,1,15031,3478,0103304000,Bagulin,direct
nutritionist,0103304,citymun,0,0,0,15031,3478,0103304000,Bagulin,direct
sanitary_engineer,0103304,citymun,0,0,0,15031,3478,0103304000,Bagulin,direct
sanitary_inspector,0103304,citymun,1,0,1,15031,3478,0103304000,Bagulin,direct
physician,0103305,citymun,1,0,1,40443,10230,0103305000,Balaoan,direct
nurse,0103305,citymun,2,2,4,40443,10230,0103305000,Balaoan,direct
midwife,0103305,citymun,9,1,10,40443,10230,0103305000,Balaoan,direct
dentist,0103305,citymun,1,0,1,40443,10230,0103305000,Balaoan,direct
med_tech,0103305,citymun,1,1,2,40443,10230,0103305000,Balaoan,direct
nutritionist,0103305,citymun,0,0,0,40443,10230,0103305000,Balaoan,direct
sanitary_engineer,0103305,citymun,0,0,0,40443,10230,0103305000,Balaoan,direct
sanitary_inspector,0103305,citymun,2,0,2,40443,10230,0103305000,Balaoan,direct
physician,0103306,citymun,1,0,1,38071,9491,0103306000,Bangar,direct
nurse,0103306,citymun,5,3,8,38071,9491,0103306000,Bangar,direct
midwife,0103306,citymun,11,1,12,38071,9491,0103306000,Bangar,direct
dentist,0103306,citymun,1,0,1,38071,9491,0103306000,Bangar,direct
med_tech,0103306,citymun,1,1,2,38071,9491,0103306000,Bangar,direct
nutritionist,0103306,citymun,0,0,0,38071,9491,0103306000,Bangar,direct
sanitary_engineer,0103306,citymun,0,0,0,38071,9491,0103306000,Bangar,direct
sanitary_inspector,0103306,citymun,1,0,1,38071,9491,0103306000,Bangar,direct
physician,0103307,citymun,2,1,3,79899,20158,0103307000,Bauang,direct
nurse,0103307,citymun,5,4,9,79899,20158,0103307000,Bauang,direct
midwife,0103307,citymun,10,2,12,79899,20158,0103307000,Bauang,direct
dentist,0103307,citymun,0,1,1,79899,20158,0103307000,Bauang,direct
med_tech,0103307,citymun,2,1,3,79899,20158,0103307000,Bauang,direct
nutritionist,0103307,citymun,1,0,1,79899,20158,0103307000,Bauang,direct
sanitary_engineer,0103307,citymun,0,0,0,79899,20158,0103307000,Bauang,direct
sanitary_inspector,0103307,citymun,5,0,5,79899,20158,0103307000,Bauang,direct
physician,0103308,citymun,1,0,1,9043,2153,0103308000,Burgos,direct
nurse,0103308,citymun,1,5,6,9043,2153,0103308000,Burgos,direct
midwife,0103308,citymun,5,1,6,9043,2153,0103308000,Burgos,direct
dentist,0103308,citymun,0,0,0,9043,2153,0103308000,Burgos,direct
med_tech,0103308,citymun,1,0,1,9043,2153,0103308000,Burgos,direct
nutritionist,0103308,citymun,0,0,0,9043,2153,0103308000,Burgos,direct
sanitary_engineer,0103308,citymun,0,0,0,9043,2153,0103308000,Burgos,direct
sanitary_inspector,0103308,citymun,2,0,2,9043,2153,0103308000,Burgos,direct
physician,0103309,citymun,1,0,1,23354,5979,0103309000,Caba,direct
nurse,0103309,citymun,2,3,5,23354,5979,0103309000,Caba,direct
midwife,0103309,citymun,5,1,6,23354,5979,0103309000,Caba,direct
dentist,0103309,citymun,0,0,0,23354,5979,0103309000,Caba,direct
med_tech,0103309,citymun,1,0,1,23354,5979,0103309000,Caba,direct
nutritionist,0103309,citymun,0,0,0,23354,5979,0103309000,Caba,direct
sanitary_engineer,0103309,citymun,0,0,0,23354,5979,0103309000,Caba,direct
sanitary_inspector,0103309,citymun,2,0,2,23354,5979,0103309000,Caba,direct
physician,0103310,citymun,1,1,2,37318,9756,0103310000,Luna,direct
nurse,0103310,citymun,4,2,6,37318,9756,0103310000,Luna,direct
midwife,0103310,citymun,10,1,11,37318,9756,0103310000,Luna,direct
dentist,0103310,citymun,0,0,0,37318,9756,0103310000,Luna,direct
med_tech,0103310,citymun,1,1,2,37318,9756,0103310000,Luna,direct
nutritionist,0103310,citymun,1,0,1,37318,9756,0103310000,Luna,direct
sanitary_engineer,0103310,citymun,0,0,0,37318,9756,0103310000,Luna,direct
sanitary_inspector,0103310,citymun,2,0,2,37318,9756,0103310000,Luna,direct
physician,0103311,citymun,2,0,2,52616,13018,0103311000,Naguilian,direct
nurse,0103311,citymun,3,4,7,52616,13018,0103311000,Naguilian,direct
midwife,0103311,citymun,7,3,10,52616,13018,0103311000,Naguilian,direct
dentist,0103311,citymun,1,0,1,52616,13018,0103311000,Naguilian,direct
med_tech,0103311,citymun,1,2,3,52616,13018,0103311000,Naguilian,direct
nutritionist,0103311,citymun,1,0,1,52616,13018,0103311000,Naguilian,direct
sanitary_engineer,0103311,citymun,0,0,0,52616,13018,0103311000,Naguilian,direct
sanitary_inspector,0103311,citymun,3,0,3,52616,13018,0103311000,Naguilian,direct
physician,0103312,citymun,1,0,1,19425,4974,0103312000,Pugo,direct
nurse,0103312,citymun,1,7,8,19425,4974,0103312000,Pugo,direct
midwife,0103312,citymun,5,3,8,19425,4974,0103312000,Pugo,direct
dentist,0103312,citymun,0,0,0,19425,4974,0103312000,Pugo,direct
med_tech,0103312,citymun,0,1,1,19425,4974,0103312000,Pugo,direct
nutritionist,0103312,citymun,0,0,0,19425,4974,0103312000,Pugo,direct
sanitary_engineer,0103312,citymun,0,0,0,19425,4974,0103312000,Pugo,direct
sanitary_inspector,0103312,citymun,4,0,4,19425,4974,0103312000,Pugo,direct
physician,0103313,citymun,3,0,3,61578,14741,0103313000,Rosario,direct
nurse,0103313,citymun,3,3,6,61578,14741,0103313000,Rosario,direct
midwife,0103313,citymun,11,4,15,61578,14741,0103313000,Rosario,direct
dentist,0103313,citymun,1,0,1,61578,14741,0103313000,Rosario,direct
med_tech,0103313,citymun,2,1,3,61578,14741,0103313000,Rosario,direct
nutritionist,0103313,citymun,0,0,0,61578,14741,0103313000,Rosario,direct
sanitary_engineer,0103313,citymun,0,0,0,61578,14741,0103313000,Rosario,direct
sanitary_inspector,0103313,citymun,2,0,2,61578,14741,0103313000,Rosario,direct
physician,0103314,citymun,8,0,8,128921,33022,0103314000,City of San Fernando,direct
nurse,0103314,citymun,24,7,31,128921,33022,0103314000,City of San Fernando,direct
midwife,0103314,citymun,23,3,26,128921,33022,0103314000,City of San Fernando,direct
dentist,0103314,citymun,2,0,2,128921,33022,0103314000,City of San Fernando,direct
med_tech,0103314,citymun,3,3,6,128921,33022,0103314000,City of San Fernando,direct
nutritionist,0103314,citymun,1,0,1,128921,33022,0103314000,City of San Fernando,direct
sanitary_engineer,0103314,citymun,0,0,0,128921,33022,0103314000,City of San Fernando,direct
sanitary_inspector,0103314,citymun,7,0,7,128921,33022,0103314000,City of San Fernando,direct
physician,0103315,citymun,1,1,2,19361,4478,0103315000,San Gabriel,direct
nurse,0103315,citymun,6,6,12,19361,4478,0103315000,San Gabriel,direct
midwife,0103315,citymun,11,2,13,19361,4478,0103315000,San Gabriel,direct
dentist,0103315,citymun,0,0,0,19361,4478,0103315000,San Gabriel,direct
med_tech,0103315,citymun,1,1,2,19361,4478,0103315000,San Gabriel,direct
nutritionist,0103315,citymun,1,0,1,19361,4478,0103315000,San Gabriel,direct
sanitary_engineer,0103315,citymun,0,0,0,19361,4478,0103315000,San Gabriel,direct
sanitary_inspector,0103315,citymun,1,0,1,19361,4478,0103315000,San Gabriel,direct
physician,0103316,citymun,1,1,2,40731,10133,0103316000,San Juan,direct
nurse,0103316,citymun,3,3,6,40731,10133,0103316000,San Juan,direct
midwife,0103316,citymun,8,1,9,40731,10133,0103316000,San Juan,direct
dentist,0103316,citymun,0,1,1,40731,10133,0103316000,San Juan,direct
med_tech,0103316,citymun,1,1,2,40731,10133,0103316000,San Juan,direct
nutritionist,0103316,citymun,0,0,0,40731,10133,0103316000,San Juan,direct
sanitary_engineer,0103316,citymun,0,0,0,40731,10133,0103316000,San Juan,direct
sanitary_inspector,0103316,citymun,1,0,1,40731,10133,0103316000,San Juan,direct
physician,0103317,citymun,1,0,1,41452,10544,0103317000,Santo Tomas,direct
nurse,0103317,citymun,2,2,4,41452,10544,0103317000,Santo Tomas,direct
midwife,0103317,citymun,6,4,10,41452,10544,0103317000,Santo Tomas,direct
dentist,0103317,citymun,0,0,0,41452,10544,0103317000,Santo Tomas,direct
med_tech,0103317,citymun,1,0,1,41452,10544,0103317000,Santo Tomas,direct
nutritionist,0103317,citymun,1,0,1,41452,10544,0103317000,Santo Tomas,direct
sanitary_engineer,0103317,citymun,0,0,0,41452,10544,0103317000,Santo Tomas,direct
sanitary_inspector,0103317,citymun,1,0,1,41452,10544,0103317000,Santo Tomas,direct
physician,0103318,citymun,1,0,1,14455,3392,0103318000,Santol,direct
nurse,0103318,citymun,5,3,8,14455,3392,0103318000,Santol,direct
midwife,0103318,citymun,11,1,12,14455,3392,0103318000,Santol,direct
dentist,0103318,citymun,1,0,1,14455,3392,0103318000,Santol,direct
med_tech,0103318,citymun,0,1,1,14455,3392,0103318000,Santol,direct
nutritionist,0103318,citymun,1,0,1,14455,3392,0103318000,Santol,direct
sanitary_engineer,0103318,citymun,0,0,0,14455,3392,0103318000,Santol,direct
sanitary_inspector,0103318,citymun,2,0,2,14455,3392,0103318000,Santol,direct
physician,0103319,citymun,1,0,1,17187,4238,0103319000,Sudipen,direct
nurse,0103319,citymun,1,4,5,17187,4238,0103319000,Sudipen,direct
midwife,0103319,citymun,7,2,9,17187,4238,0103319000,Sudipen,direct
dentist,0103319,citymun,0,0,0,17187,4238,0103319000,Sudipen,direct
med_tech,0103319,citymun,1,1,2,17187,4238,0103319000,Sudipen,direct
nutritionist,0103319,citymun,1,0,1,17187,4238,0103319000,Sudipen,direct
sanitary_engineer,0103319,citymun,0,0,0,17187,4238,0103319000,Sudipen,direct
sanitary_inspector,0103319,citymun,1,0,1,17187,4238,0103319000,Sudipen,direct
physician,0103320,citymun,1,0,1,31969,7667,0103320000,Tubao,direct
nurse,0103320,citymun,2,2,4,31969,7667,0103320000,Tubao,direct
midwife,0103320,citymun,5,5,10,31969,7667,0103320000,Tubao,direct
dentist,0103320,citymun,0,1,1,31969,7667,0103320000,Tubao,direct
med_tech,0103320,citymun,1,1,2,31969,7667,0103320000,Tubao,direct
nutritionist,0103320,citymun,0,0,0,31969,7667,0103320000,Tubao,direct
sanitary_engineer,0103320,citymun,0,0,0,31969,7667,0103320000,Tubao,direct
sanitary_inspector,0103320,citymun,3,0,3,31969,7667,0103320000,Tubao,direct
physician,01055,province,107,2,109,3071015,754009,0105500000,Pangasinan,direct
nurse,01055,province,305,33,338,3071015,754009,0105500000,Pangasinan,direct
midwife,01055,province,514,46,560,3071015,754009,0105500000,Pangasinan,direct
dentist,01055,province,45,9,54,3071015,754009,0105500000,Pangasinan,direct
med_tech,01055,province,93,5,98,3071015,754009,0105500000,Pangasinan,direct
nutritionist,01055,province,23,2,25,3071015,754009,0105500000,Pangasinan,direct
sanitary_engineer,01055,province,1,0,1,3071015,754009,0105500000,Pangasinan,direct
sanitary_inspector,01055,province,72,0,72,3071015,754009,0105500000,Pangasinan,direct
physician,0105501,citymun,1,0,1,30441,7499,0105501000,Agno,direct
nurse,0105501,citymun,4,1,5,30441,7499,0105501000,Agno,direct
